PS,IF,D,0.18,0.22,1270.0, 4/24/2026
PS,VVS1,D,0.18,0.22,1270.0, 4/24/2026
PS,VVS2,D,0.18,0.22,1270.0, 4/24/2026
PS,VS1,D,0.18,0.22,1080.0, 4/24/2026
PS,VS2,D,0.18,0.22,1080.0, 4/24/2026
PS,SI1,D,0.18,0.22,930.0, 4/24/2026
PS,SI2,D,0.18,0.22,790.0, 4/24/2026
PS,SI3,D,0.18,0.22,660.0, 4/24/2026
PS,I1,D,0.18,0.22,560.0, 4/24/2026
PS,I2,D,0.18,0.22,420.0, 4/24/2026
PS,I3,D,0.18,0.22,330.0, 4/24/2026
PS,IF,E,0.18,0.22,1270.0, 4/24/2026
PS,VVS1,E,0.18,0.22,1270.0, 4/24/2026
PS,VVS2,E,0.18,0.22,1270.0, 4/24/2026
PS,VS1,E,0.18,0.22,1080.0, 4/24/2026
PS,VS2,E,0.18,0.22,1080.0, 4/24/2026
PS,SI1,E,0.18,0.22,930.0, 4/24/2026
PS,SI2,E,0.18,0.22,790.0, 4/24/2026
PS,SI3,E,0.18,0.22,660.0, 4/24/2026
PS,I1,E,0.18,0.22,560.0, 4/24/2026
PS,I2,E,0.18,0.22,420.0, 4/24/2026
PS,I3,E,0.18,0.22,330.0, 4/24/2026
PS,IF,F,0.18,0.22,1270.0, 4/24/2026
PS,VVS1,F,0.18,0.22,1270.0, 4/24/2026
PS,VVS2,F,0.18,0.22,1270.0, 4/24/2026
PS,VS1,F,0.18,0.22,1080.0, 4/24/2026
PS,VS2,F,0.18,0.22,1080.0, 4/24/2026
PS,SI1,F,0.18,0.22,930.0, 4/24/2026
PS,SI2,F,0.18,0.22,790.0, 4/24/2026
PS,SI3,F,0.18,0.22,660.0, 4/24/2026
PS,I1,F,0.18,0.22,560.0, 4/24/2026
PS,I2,F,0.18,0.22,420.0, 4/24/2026
PS,I3,F,0.18,0.22,330.0, 4/24/2026
PS,IF,G,0.18,0.22,1130.0, 4/24/2026
PS,VVS1,G,0.18,0.22,1130.0, 4/24/2026
PS,VVS2,G,0.18,0.22,1130.0, 4/24/2026
PS,VS1,G,0.18,0.22,950.0, 4/24/2026
PS,VS2,G,0.18,0.22,950.0, 4/24/2026
PS,SI1,G,0.18,0.22,820.0, 4/24/2026
PS,SI2,G,0.18,0.22,700.0, 4/24/2026
PS,SI3,G,0.18,0.22,590.0, 4/24/2026
PS,I1,G,0.18,0.22,480.0, 4/24/2026
PS,I2,G,0.18,0.22,370.0, 4/24/2026
PS,I3,G,0.18,0.22,300.0, 4/24/2026
PS,IF,H,0.18,0.22,1130.0, 4/24/2026
PS,VVS1,H,0.18,0.22,1130.0, 4/24/2026
PS,VVS2,H,0.18,0.22,1130.0, 4/24/2026
PS,VS1,H,0.18,0.22,950.0, 4/24/2026
PS,VS2,H,0.18,0.22,950.0, 4/24/2026
PS,SI1,H,0.18,0.22,820.0, 4/24/2026
PS,SI2,H,0.18,0.22,700.0, 4/24/2026
PS,SI3,H,0.18,0.22,590.0, 4/24/2026
PS,I1,H,0.18,0.22,480.0, 4/24/2026
PS,I2,H,0.18,0.22,370.0, 4/24/2026
PS,I3,H,0.18,0.22,300.0, 4/24/2026
PS,IF,I,0.18,0.22,930.0, 4/24/2026
PS,VVS1,I,0.18,0.22,930.0, 4/24/2026
PS,VVS2,I,0.18,0.22,930.0, 4/24/2026
PS,VS1,I,0.18,0.22,800.0, 4/24/2026
PS,VS2,I,0.18,0.22,800.0, 4/24/2026
PS,SI1,I,0.18,0.22,700.0, 4/24/2026
PS,SI2,I,0.18,0.22,600.0, 4/24/2026
PS,SI3,I,0.18,0.22,500.0, 4/24/2026
PS,I1,I,0.18,0.22,420.0, 4/24/2026
PS,I2,I,0.18,0.22,320.0, 4/24/2026
PS,I3,I,0.18,0.22,250.0, 4/24/2026
PS,IF,J,0.18,0.22,930.0, 4/24/2026
PS,VVS1,J,0.18,0.22,930.0, 4/24/2026
PS,VVS2,J,0.18,0.22,930.0, 4/24/2026
PS,VS1,J,0.18,0.22,800.0, 4/24/2026
PS,VS2,J,0.18,0.22,800.0, 4/24/2026
PS,SI1,J,0.18,0.22,700.0, 4/24/2026
PS,SI2,J,0.18,0.22,600.0, 4/24/2026
PS,SI3,J,0.18,0.22,500.0, 4/24/2026
PS,I1,J,0.18,0.22,420.0, 4/24/2026
PS,I2,J,0.18,0.22,320.0, 4/24/2026
PS,I3,J,0.18,0.22,250.0, 4/24/2026
PS,IF,K,0.18,0.22,720.0, 4/24/2026
PS,VVS1,K,0.18,0.22,720.0, 4/24/2026
PS,VVS2,K,0.18,0.22,720.0, 4/24/2026
PS,VS1,K,0.18,0.22,610.0, 4/24/2026
PS,VS2,K,0.18,0.22,610.0, 4/24/2026
PS,SI1,K,0.18,0.22,530.0, 4/24/2026
PS,SI2,K,0.18,0.22,460.0, 4/24/2026
PS,SI3,K,0.18,0.22,390.0, 4/24/2026
PS,I1,K,0.18,0.22,330.0, 4/24/2026
PS,I2,K,0.18,0.22,250.0, 4/24/2026
PS,I3,K,0.18,0.22,190.0, 4/24/2026
PS,IF,L,0.18,0.22,720.0, 4/24/2026
PS,VVS1,L,0.18,0.22,720.0, 4/24/2026
PS,VVS2,L,0.18,0.22,720.0, 4/24/2026
PS,VS1,L,0.18,0.22,610.0, 4/24/2026
